DRUG_NAME	nGENE	BLADDER_CPS	BLADDER_CGPS	COLON_CPS	COLON_CGPS	NSCLC_CPS	NSCLC_CGPS	OVARIAN_CPS	OVARIAN_CGPS
botulinum toxin type A	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bremelanotide	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brentuximab vedotin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bretylium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brexanolone	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brexpiprazole	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brigatinib	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brilliant Blue G	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brimonidine	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brinzolamide	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brivaracetam	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brivudine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brodalumab	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brodimoprim	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brolucizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromazepam	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromazine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromfenac	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromhexine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromocriptine	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromopride	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bromperidol	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brompheniramine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bropirimine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
brotizolam	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
broxuridine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
broxyquinoline	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buclizine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
budesonide	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
budipine	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bufexamac	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buflomedil	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bufuralol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bufylline	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bulevirtide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bumetanide	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bunazosin	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buphenine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bupivacaine	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bupranolol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buprenorphine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bupropion	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
burosumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buserelin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
buspirone	38.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
busulfan	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butacaine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butalbital	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butenafine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butethamine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butoconazole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butorphanol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butriptyline	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
butylphthalide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cabazitaxel	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cabergoline	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cabotegravir	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cabozantinib	14.0	0.0	0.0	3.4482758620689653	7.142857142857142	5.88235294117647	7.142857142857142	0.0	0.0
cadralazine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caffeine	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
calcifediol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
calcipotriene	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
calcitonin (salmon synthetic)	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
calcitonin human	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
calcitriol	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
camostat	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
camphor	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
camylofin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
canagliflozin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
canakinumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
candesartan cilexetil	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cangrelor	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cannabidiol	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
canrenone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
capecitabine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caplacizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
capmatinib	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
capsaicin	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
captopril	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caramiphen	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carazolol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbachol	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbamazepine	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbamide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbaryl	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbenicillin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbenoxolone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbetocin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbidopa	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbimazole	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbinoxamine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbon tetrachloride	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carboprost	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carbutamide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carfenazine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carfilzomib	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carglumic acid	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carindacillin	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cariprazine	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carmofur	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carmustine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carperitide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carpipramine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carprofen	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carteolol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carubicin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carumonam	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
carvedilol	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
casimersen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
casirivimab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
casopitant	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
caspofungin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefacetrile	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefaclor	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefadroxil	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefalexin	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefaloglycin	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefalotin	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefamandole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefamandole nafate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefapirin	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefazolin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefdinir	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefditoren pivoxil	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefepime	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefetamet pivoxil	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefiderocol	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefixime	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefmenoxime	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefmetazole	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefonicid	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefoperazone	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceforanide	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefotaxime	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefotetan	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefotiam	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefoxitin	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefpiramide	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefprozil	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefradine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefsulodin	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftaroline fosamil	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftazidime	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftibuten	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftizoxime	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftobiprole medocaril	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceftriaxone	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefuroxime	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cefuroxime axetil	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
celecoxib	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
celiprolol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cemiplimab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cenegermin	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cenobamate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cepharanthine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceritinib	35.0	50.0	2.857142857142857	6.896551724137931	5.714285714285714	5.88235294117647	2.857142857142857	0.0	0.0
cerivastatin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
certolizumab pegol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cerulenin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ceruletide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetilistat	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetirizine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetrimide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetrimonium	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetrorelix	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetuximab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cetylpyridinium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cevimeline	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chenodiol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chidamide	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chiniofon	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorambucil	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloramphenicol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorcyclizine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlordiazepoxide	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorhexidine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlormadinone	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloroprocaine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloropyramine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloroquine	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorothiazide	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorotrianisene	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloroxine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chloroxylenol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorphenamine	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorphentermine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorproethazine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorpromazine	109.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorpropamide	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorprothixene	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorquinaldol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlortalidone	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlortetracycline	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorthenoxazine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chlorzoxazone	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cholic acid	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
choline	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
choline fenofibrate	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
choline theophyllinate	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
choriogonadotropin alfa	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
chromic chloride	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cianidanol	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cibenzoline	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cicaprost	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciclesonide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciclopirox	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cicloprolol	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciclosporin	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cidofovir	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cilastatin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cilazapril	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cilnidipine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cilostazol	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cimetidine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinacalcet	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinalukast	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinchocaine	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinchophen	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinnarizine	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinoxacin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cinromide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciprofibrate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciprofloxacin	22.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ciramadol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cisapride	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cisatracurium	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cisplatin	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
citalopram	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
citric acid	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cladribine	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clarithromycin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clascoterone	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clavulanic acid	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clebopride	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clemastine	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clemizole	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clenbuterol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clevidipine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clidinium	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
climbazole	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clindamycin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clioquinol	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clobazam	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clobenztropine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clobetasol propionate	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clobetasone butyrate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clocortolone pivalate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clodronic acid	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clofarabine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clofazimine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clofenotane	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clofibrate	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clofibric acid	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clometacin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clomethiazole	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clomifene	33.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clomipramine	53.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clonazepam	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clonidine	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clonixin	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clopenthixol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cloperastine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clopidogrel	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clorazepate	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clorindione	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clorotepine	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clorprenaline	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clotiapine	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clotrimazole	75.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cloxacillin	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cloxazolam	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cloxiquine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
clozapine	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cobicistat	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cobimetinib	3.0	0.0	0.0	0.0	0.0	11.76470588235294	66.66666666666666	0.0	0.0
cocaine	23.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
codeine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colchicine	12.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colecalciferol	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colforsin daropate	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
colistin	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conivaptan	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
conjugated estrogens	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
copanlisib	5.0	0.0	0.0	3.4482758620689653	20.0	0.0	0.0	0.0	0.0
copper dotatate Cu-64	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
corbadrine	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
corifollitropin alfa	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
corticorelin	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
corticotropin	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cortisone acetate	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cortivazol	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cotinine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
coumarin	15.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cridanimod	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
crisaborole	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
crizanlizumab	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
crizotinib	153.0	50.0	0.6535947712418301	6.896551724137931	1.3071895424836601	0.0	0.0	0.0	0.0
crofelemer	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cromoglicic acid	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyamemazine	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyanocobalamin	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclacillin	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclizine	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclobenzaprine	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclofenil	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cycloguanil	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclomethycaine	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclopentolate	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclophosphamide	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cycloserine	17.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclothiazide	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyclovalone	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cycrimine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cynarine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyproheptadine	56.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cyproterone acetate	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cysteine	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cytarabine	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cytisine	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dabigatran etexilate	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dabrafenib	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
dacarbazine	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daclatasvir	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
daclizumab	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
