DRUG_NAME,STRUCT_ID
trimetrexate,2757
trimipramine,2758
trioxsalen,2759
triparanol,2761
tripelennamine,2762
triprolidine,2763
troglitazone,2767
troleandomycin,2769
tropicamide,2774
tropisetron,2775
trospium,2776
trovafloxacin,2777
tryptophan,2780
tubocurarine,2781
tulobuterol,2782
tyramine,2784
tyrosine,2786
ubenimex,2787
urapidil,2796
ursodiol,2797
valaciclovir,2798
valdecoxib,2799
valethamate,2800
valganciclovir,2801
valproic acid,2803
valrubicin,2805
valsartan,2806
vancomycin,2807
varenicline,2808
vardenafil,2809
vasopressin,2810
vecuronium,2811
venlafaxine,2813
verapamil,2815
vesnarinone,2817
vidarabine,2818
vigabatrin,2819
viloxazine,2820
vinblastine,2823
vinburnine,2824
vincristine,2825
vindesine,2826
vinorelbine,2827
vinpocetine,2828
retinol,2831
thiamine,2832
riboflavin,2834
nicotinic acid,2835
pyridoxine,2836
ergocalciferol,2838
colecalciferol,2840
dihydrotachysterol,2841
voglibose,2845
voriconazole,2846
warfarin,2847
xamoterol,2848
ximelagatran,2852
zafirlukast,2855
zalcitabine,2856
zaleplon,2857
zanamivir,2859
zidovudine,2861
zileuton,2862
zimeldine,2863
ziprasidone,2865
zofenopril,2866
zoledronic acid,2868
zolmitriptan,2869
zolpidem,2870
zomepirac,2871
zonisamide,2872
zopiclone,2873
zotepine,2875
zuclopenthixol,2877
ziconotide,2878
zotarolimus,2949
eledoisin,2955
gonadorelin,2958
lypressin,2959
mifamurtide,2960
suramin,2966
triptorelin,2968
doxacurium,2974
histrelin,2975
caspofungin,2977
calcitonin (salmon synthetic),2989
desirudin,2990
glucagon,2994
lepirudin,2995
somatostatin,2997
pyrantel,2999
atosiban,3008
oxybuprocaine,3016
benzethonium,3018
bergapten,3021
bietamiverine,3025
bithionol,3032
broxuridine,3042
bufexamac,3047
butacaine,3050
butethamine,3053
capsaicin,3064
carbaryl,3066
carbon tetrachloride,3067
carglumic acid,3068
articaine,3070
cetrimonium,3082
cetylpyridinium,3083
chloroxylenol,3094
chlorquinaldol,3095
cholic acid,3096
choline,3097
cinchophen,3101
cinromide,3102
clorindione,3111
cloxiquine,3114
cyclomethycaine,3123
cynarine,3124
demoxytocin,3126
desomorphine,3134
desonide,3135
dibrompropamidine,3137
difluprednate,3142
quinisocaine,3153
diosmin,3157
dioxadrol,3158
disufenton,3162
domitroban,3165
eburnamonine,3170
edoxudine,3173
eicosapentaenoic acid,3174
enilconazole,3177
enoxolone,3178
eseridine,3186
estriol,3187
estrone,3188
ethacridine,3194
kainic acid,3201
nordefrin,3203
etoxadrol,3215
evans blue,3217
exisulind,3219
femoxetine,3220
fendosal,3224
fenoxazoline,3225
fenticlor,3227
fumaric acid,3229
flusalan,3236
fosfestrol,3248
fospropofol,3249
fumagillin,3253
furtrethonium,3256
gabexate,3257
gentisic acid,3260
hexamidine,3275
hydroquinone,3282
oxyquinoline,3290
ibufenac,3293
iloperidone,3294
isoconazole,3309
ivabradine,3312
khellin,3313
lenalidomide,3317
linoleic acid,3323
lodoxamide,3325
lubeluzole,3328
mestanolone,3341
mesterolone,3342
methionine,3347
methyltestosterone,3356
mitoguazone,3362
moxestrol,3366
naphazoline,3369
neridronic acid,3377
nifenalol,3380
octopamine,3396
oleandrin,3399
oleic acid,3400
ornithine,3401
oxetacaine,3407
oxiconazole,3408
oxybenzone,3412
oxycinchophen,3413
pentazocine,3424
phenacaine,3434
picloxydine,3467
adipic acid,3474
podophyllotoxin,3481
polyestradiol phosphate,3482
posaconazole,3483
practolol,3486
pramocaine,3487
propamidine,3493
propoxycaine,3496
protoporphyrin,3500
prucalopride,3502
homonicotinic acid,3505
pyridoxal phosphate,3506
pyrithione,3508
pyrovalerone,3511
quercetin,3514
rapacuronium,3520
rasagiline,3521
resorcinol,3524
revaprazan,3525
rioprostil,3529
roflumilast,3531
ruboxistaurin,3533
rufinamide,3534
rutoside,3535
sabcomeline,3536
saralasin,3542
sitaxentan,3548
stallimycin,3553
sulbentine,3557
sulmazole,3574
oxedrine,3577
talastine,3579
tamibarotene,3580
terazosin,3584
tetryzoline,3591
thiram,3601
thyropropic acid,3604
tioxolone,3607
tipranavir,3609
tiratricol,3611
Vitamin E,3613
toliprolol,3616
tolnaftate,3617
tramazoline,3620
triclocarban,3630
triclosan,3631
uridine triphosphate,3639
vildagliptin,3642
vincamine,3643
vinflunine,3644
vorozole,3651
xanomeline,3652
xylometazoline,3658
yohimbine,3659
azacyclonol,3680
benzylsulfamide,3686
bropirimine,3689
chlorthenoxazine,3707
ciramadol,3713
clobenztropine,3715
diperodon,3734
meprylcaine,3770
myrtecaine,3787
parethoxycaine,3805
tasosartan,3839
velnacrine,3848
dexibuprofen,3851
docosanoic acid,3855
alitretinoin,3862
artemisinin,3871
benzamycin,3875
benidipine,3880
benzydamine,3881
biriperone,3883
clobetasone butyrate,3911
clorotepine,3912
dexamethasone phosphate,3920
androstanolone,3927
dolasetron,3931
etoposide phosphate,3944
guanabenz,3952
hydrocortisone butyrate,3959
ilaprazole,3961
ivermectin,3972
kinetin,3976
kojic acid,3977
meldonium,3995
octanoic acid,3998
niperotidine,4002
mozavaptan,4004
oxitriptan,4006
spaglumic acid,4050
baicalin,4055
timolol,4061
tirilazad,4063
ascorbic acid,4072
minodronic acid,4074
levamlodipine,4099
sucralfate,4106
dronabinol,4109
tolvaptan,4110
besifloxacin,4111
dronedarone,4112
prasugrel,4113
saxagliptin,4114
asenapine,4115
pralatrexate,4117
pazopanib,4118
romidepsin,4119
dexfosfoserine,4120
auranofin,4122
lubiprostone,4123
vorinostat,4124
proline,4125
asparagine,4126
serine,4127
valine,4128
pyridoxal,4134
lisdexamfetamine,4135
paliperidone,4137
gentian violet,4138
udenafil,4141
sulfadiazine silver,4142
darunavir,4143
sodium lauryl sulfate,4144
testosterone propionate,4146
doripenem,4149
rimonabant,4150
silodosin,4151
permethrin,4152
cabazitaxel,4153
edaravone,4156
lercanidipine,4157
temsirolimus,4161
dexlansoprazole,4162
fampridine,4163
liraglutide,4164
alcaftadine,4165
ulipristal,4166
fingolimod,4167
lurasidone,4168
ceftaroline fosamil,4169
tesamorelin,4170
eribulin,4171
boceprevir,4172
telaprevir,4173
rilpivirine,4174
linagliptin,4175
abiraterone acetate,4176
gabapentin enacarbil,4177
vandetanib,4178
fidaxomicin,4180
retigabine,4181
rivaroxaban,4182
indacaterol,4183
ticagrelor,4184
vemurafenib,4185
icatibant,4186
crizotinib,4187
deferiprone,4188
hydroxyprogesterone caproate,4189
ruxolitinib,4190
fesoterodine,4191
tafamidis,4192
cyanocobalamin,4196
vitamin A palmitate,4197
potassium chloride,4199
sodium acetate,4203
lithium carbonate,4207
prazosin,4209
acetic acid,4211
hydrocortisone acetate,4213
methyldopate,4218
sodium phosphate,4219
telbivudine,4220
mequinol,4221
vilazodone,4223
axitinib,4225
ingenol mebutate,4226
vismodegib,4227
ivacaftor,4228
tafluprost,4229
peginesatide,4234
avobenzone,4242
neomycin,4247
pyrithione zinc,4248
bismuth subsalicylate,4257
thymol,4258
sulfur,4260
carbamide,4264
gentamicin,4265
phenol,4266
arbutin,4267
piperonyl butoxide,4276
tapentadol,4283
Florbetapir F-18,4285
doconexent,4289
potassium iodide,4296
apixaban,4298
cobicistat,4299
elvitegravir,4300
Flutemetamol (18F),4301
glycopyrronium bromide,4302
eslicarbazepine acetate,4303
dapagliflozin,4304
avanafil,4305
lasofoxifene,4308
lacosamide,4310
aceclidine,4314
euflavine,4317
afatinib,4318
azilsartan medoxomil,4322
laropiprant,4326
pasireotide,4329
bazedoxifene,4334
amifampridine,4336
ambrisentan,4337
alogliptin,4340
zucapsaicin,4342
zinc chloride,4344
benzathine benzylpenicillin,4347
aurothioglucose,4349
bilastine,4353
anidulafungin,4357
arginine glutamate,4358
bosutinib,4359
cetrimide,4360
chenodiol,4361
chiniofon,4362
vernakalant,4365
voclosporin,4366
sodium benzoate,4373
lorcaserin,4374
dequalinium,4376
degarelix,4379
desvenlafaxine,4380
dapoxetine,4381
mirabegron,4382
choline theophyllinate,4390
cisplatin,4392
clofenotane,4396
clopenthixol,4397
eltrombopag,4399
casopitant,4401
ceftobiprole medocaril,4402
plerixafor,4410
dexchlorpheniramine,4411
diamorphine,4412
dibutylphthalate,4414
dihydroergocryptine,4420
colistin,4425
bufylline,4426
calcitonin human,4427
prednisolone sodium phosphate,4451
clobetasol propionate,4452
testosterone cypionate,4454
hydrocortisone succinate,4456
sulfisoxazole acetyl,4458
eosin,4466
esketamine,4468
fosaprepitant,4470
trisodium citrate dihydrate,4474
sodium citrate,4477
"potassium phosphate, monobasic",4480
corbadrine,4482
carfilzomib,4483
aclidinium bromide,4484
diflorasone diacetate,4485
alclometasone dipropionate,4493
haloperidol decanoate,4496
estradiol acetate,4497
paliperidone palmitate,4498
armodafinil,4501
hydrocortisone valerate,4504
choline fenofibrate,4505
halcinonide,4507
racepinefrine,4508
lithium citrate,4512
teriparatide,4514
tetracosactide,4516
quinine,4523
fenbendazole,4536
fluticasone furoate,4554
gepirone,4562
sodium oxybate,4566
hydrochloric acid,4568
hydrocortisone probutate,4569
iclaprim,4573
levomethadone,4586
linopirdine,4588
diosmetin,4601
tonzonium,4605
clocortolone pivalate,4606
trypan blue,4608
testosterone enantate,4609
stearic acid,4611
N-Acetylglucosamine,4615
methylnaltrexone,4616
linolenic acid,4618
levomenol,4619
levomefolic acid,4621
linaclotide,4622
spinosad,4623
phenylacetic acid,4624
sincalide,4627
enzalutamide,4628
sodium pyrophosphate,4630
nitroprusside,4631
trabectedin,4633
teriflunomide,4634
Choline C-11,4635
rose bengal,4637
levmetamfetamine,4641
dodecanoic acid,4642
fluorometholone acetate,4647
eugenol,4648
regorafenib,4654
tedisamil,4655
metamizole,4659
methylatropine,4660
benzoin,4663
benzoic acid,4664
betamethasone phosphate,4667
metizoline,4671
nalfurafine,4673
obidoxime,4676
panobinostat,4682
paraoxon,4683
perampanel,4684
pleconaril,4690
remikiren,4696
esatenolol,4702
semustine,4704
sodium aurothiomalate,4706
somatorelin,4710
tofacitinib,4713
cabozantinib,4715
ponatinib,4716
teduglutide,4718
daunorubicinol,4719
lomitapide,4721
succinimide,4723
tacalcitol,4727
tenidap,4728
thiocolchicoside,4731
thioctic acid,4732
thiomersal,4733
bedaquiline,4741
crofelemer,4744
pomalidomide,4746
ospemifene,4749
levobetaxolol,4752
dimethyl fumarate,4757
canagliflozin,4758
ethyl hydroxybenzoate,4773
ridaforolimus,4778
gramicidin,4794
sodium propionate,4796
sodium nitrite,4797
vilanterol,4799
dabrafenib,4801
trametinib,4802
palifermin,4804
dolutegravir,4805
vortioxetine,4806
riociguat,4807
ipidacrine,4808
macitentan,4809
ibrutinib,4810
sofosbuvir,4811
simeprevir,4812
luliconazole,4813
olodaterol,4814
lixisenatide,4815
umeclidinium,4816
rifamycin,4817
florbetaben F18,4818
tasimelteon,4820
seractide,4821
laninamivir octanoate hydrate,4822
peramivir,4823
etilefrine pivalate,4824
metreleptin,4826
apremilast,4829
empagliflozin,4830
naloxegol,4832
gemigliptin,4833
eliglustat,4834
afamelanotide,4836
aprotinin,4839
ecallantide,4846
somatropin,4848
cridanimod,4853
conjugated estrogens,4855
estrone sulphate,4857
corticorelin,4858
phenibut,4863
levomilnacipran,4864
mebanazine,4865
ceritinib,4866
dexrabeprazole,4867
vorapaxar,4870
tedizolid phosphate,4873
efinaconazole,4874
daclatasvir,4875
belinostat,4876
tavaborole,4877
idelalisib,4878
enoxaparin sodium,4879
suvorexant,4881
istradefylline,4882
dulaglutide,4885
cetilistat,4886
topiroxostat,4888
asunaprevir,4889
ipragliflozin,4890
luseogliflozin,4891
tofogliflozin,4892
tipiracil,4893
iguratimod,4894
teneligliptin,4895
anagliptin,4896
edoxaban,4897
netupitant,4898
ledipasvir,4899
diquafosol,4900
insulin glargine,4901
imidafenacin,4902
nintedanib,4903
adalimumab,4904
pegaptanib,4905
fimasartan,4906
olaparib,4907
acotiamide,4908
alemtuzumab,4909
felypressin,4910
ombitasvir,4912
dasabuvir,4914
blinatumomab,4915
aflibercept,4916
ramucirumab,4917
safinamide,4921
nivolumab,4923
pembrolizumab,4924
becaplermin,4925
albiglutide,4927
follitropin,4928
lutropin alfa,4929
thyrotropin alfa,4930
corticotropin,4931
tocilizumab,4933
secukinumab,4934
palivizumab,4935
parathyroid hormone,4936
alectinib,4937
ripasudil,4938
vaniprevir,4939
basiliximab,4940
palbociclib,4941
lenvatinib,4942
arformoterol,4943
pancreozymin,4945
avibactam,4946
belimumab,4949
abciximab,4950
ofatumumab,4951
canakinumab,4952
daclizumab,4953
cetuximab,4954
panitumumab,4955
bevacizumab,4956
pertuzumab,4957
ipilimumab,4958
efalizumab,4959
insulin degludec,4960
raxibacumab,4961
brentuximab vedotin,4964
denosumab,4965
ustekinumab,4966
golimumab,4967
certolizumab pegol,4968
eculizumab,4969
natalizumab,4970
ranibizumab,4971
omalizumab,4972
chidamide,4973
infliximab,4974
rituximab,4975
triamcinolone hexacetonide,4976
siltuximab,4977
etanercept,4978
trastuzumab,4979
gemtuzumab ozogamicin,4980
insulin aspart,4981
vedolizumab,4982
obinutuzumab,4983
ibritumomab tiuxetan,4984
insulin detemir,4985
pegfilgrastim,4986
filgrastim,4987
deoxycholic acid,4988
trastuzumab emtansine,4990
lipegfilgrastim,4991
vonoprazan,4993
epoetin alfa,4995
romiplostim,4996
evolocumab,5000
eluxadoline,5001
insulin lispro,5002
insulin human,5003
mirodenafil,5005
cangrelor,5006
epoetin theta,5007
sonidegib,5008
mecasermin,5009
lumacaftor,5010
aldesleukin,5011
sacubitril,5012
trelagliptin,5013
brexpiprazole,5014
pegvisomant,5015
alirocumab,5016
anakinra,5017
flibanserin,5022
sargramostim,5025
oprelvekin,5026
rolapitant,5027
mogamulizumab,5031
cariprazine,5037
tannic acid,5039
somatrem,5042
reteplase,5044
cobimetinib,5046
saroglitazar,5047
pitolisant,5048
aripiprazole lauroxil,5052
omarigliptin,5054
insulin glulisine,5057
lusutrombopag,5059
esflurbiprofen,5060
mepolizumab,5061
osimertinib,5062
daratumumab,5063
climbazole,5064
trenbolone hexahydrobenzylcarbonate,5065
tenecteplase,5066
ixazomib,5067
brivaracetam,5068
necitumumab,5071
elotuzumab,5072
lesinurad,5075
selexipag,5077
lobeglitazone,5078
elbasvir,5080
grazoprevir,5081
ixekizumab,5083
denileukin diftitox,5087
alefacept,5088
abatacept,5089
belatacept,5091
reslizumab,5093
obiltoxaximab,5094
rilonacept,5105
urokinase,5109
migalastat,5110
chromic chloride,5118
venetoclax,5133
peginterferon beta-1a,5137
interferon beta-1a,5139
interferon beta-1b,5140
alteplase,5141
pimavanserin,5142
opicapone,5143
gluconolactone,5144
choriogonadotropin alfa,5149
atezolizumab,5151
velpatasvir,5154
obeticholic acid,5155
darbepoetin alfa,5157
peginterferon alfa-2a,5158
epoetin beta,5160
peginterferon alfa-2b,5164
methoxy polyethylene glycol-epoetin beta,5165
lenograstim,5167
eldecalcitol,5169
epoetin zeta,5170
lifitegrast,5174
muromonab-CD3,5177
brodalumab,5179
etelcalcetide,5181
eteplirsen,5182
olaratumab,5183
gallium (68Ga) edotreotide,5185
bezlotoxumab,5186
radotinib,5188
crisaborole,5201
baricitinib,5202
rucaparib,5203
plecanatide,5208
icotinib,5209
olmutinib,5210
apatinib,5211
telotristat ethyl,5214
beclabuvir,5215
cytisine,5217
ribociclib,5218
naldemedine,5220
avelumab,5221
niraparib,5222
ocrelizumab,5223
dupilumab,5224
deutetrabenazine,5226
valbenazine,5227
forodesine,5229
midostaurin,5231
abaloparatide,5232
brigatinib,5233
durvalumab,5234
cenegermin,5235
sarilumab,5237
evogliptin,5239
polmacoxib,5240
betrixaban,5241
voxilaprevir,5242
pibrentasvir,5244
corifollitropin alfa,5245
guselkumab,5246
inotuzumab ozogamicin,5247
pemafibrate,5248
imrecoxib,5250
enasidenib,5251
neratinib,5252
copanlisib,5256
butylphthalide,5257
tivozanib,5258
abemaciclib,5259
acalabrutinib,5260
latanoprostene bunod,5261
letermovir,5262
benralizumab,5263
semaglutide,5267
emicizumab,5268
netarsudil,5269
ertugliflozin,5270
macimorelin,5271
angiotensin II,5272
bictegravir,5274
lutetium (177Lu) oxodotreotide,5275
tezacaftor,5276
elobixibat,5277
apalutamide,5278
ibalizumab,5279
fostamatinib,5280
tildrakizumab,5281
burosumab,5282
fosnetupitant,5283
erenumab,5284
avatrombopag,5285
moxidectin,5286
cannabidiol,5288
encorafenib,5289
binimetinib,5290
tecovirimat,5291
ivosidenib,5292
elagolix,5293
doravirine,5295
duvelisib,5296
dacomitinib,5297
talazoparib tosylate,5300
baloxavir marboxil,5301
lorlatinib,5302
revefenacin,5303
glasdegib,5304
larotrectinib,5305
gilteritinib,5306
evocalcet,5307
caplacizumab,5308
lanadelumab,5309
vibegron,5311
omidenepag isopropyl,5312
patisiran,5313
moxetumomab pasudotox,5314
fremanezumab,5315
galcanezumab,5316
cemiplimab,5317
inotersen ,5319
emapalumab,5320
ravulizumab,5322
tagraxofusp,5323
brexanolone,5324
solriamfetol,5325
siponimod,5326
erdafitinib,5327
alpelisib,5328
bremelanotide,5329
selinexor,5330
prabotulinumtoxinA,5331
polatuzumab vedotin,5333
darolutamide,5334
volanesorsen,5335
risankizumab,5337
ropeginterferon alfa-2b,5338
sotagliflozin,5339
quizartinib,5341
relebactam,5342
pexidartinib,5343
entrectinib,5345
upadacitinib,5346
fedratinib,5347
tenapanor,5349
trifarotene,5350
lasmiditan,5351
cefiderocol,5352
zanubrutinib,5353
givosiran,5354
cenobamate,5355
voxelotor,5356
golodirsen,5357
lumateperone,5358
brilliant Blue G,5359
lemborexant,5360
ubrogepant,5361
romosozumab,5362
brolucizumab,5363
luspatercept,5364
crizanlizumab,5365
enfortumab vedotin,5366
trastuzumab deruxtecan,5367
botulinum toxin type A,5368
roxadustat,5371
elexacaftor,5372
cepharanthine,5375
remdesivir,5376
mefuparib,5378
avapritinib,5379
tazemetostat,5380
rimegepant,5381
bempedoic acid,5382
ozanimod,5383
osilodrostat,5384
isatuximab,5385
eptinezumab,5386
teprotumumab,5387
selumetinib,5388
tucatinib,5389
pemigatinib,5390
sacituzumab govitecan,5391
capmatinib,5392
selpercatinib,5393
ripretinib,5394
fluoroestradiol F 18,5395
flortaucipir F 18,5396
inebilizumab,5397
remimazolam,5400
fostemsavir,5401
inqovi,5402
abametapir,5403
tafasitamab,5404
belantamab mafodotin,5405
oliceridine,5406
viltolarsen,5408
satralizumab,5409
clascoterone,5410
copper dotatate Cu-64,5411
pralsetinib,5412
somapacitan,5413
lonafarnib,5414
lumasiran,5415
setmelanotide,5416
bulevirtide,5417
imlifidase,5418
filgotinib,5419
vadadustat,5420
daprodustat,5421
borofalan (10B),5422
tirabrutinib hydrochloride,5423
tepotinib,5424
dotinurad,5425
delgocitinib,5426
enarodustat,5427
sofpironium bromide,5428
gallium (68Ga) gozetotide,5429
berotralstat,5430
tirbanibulin,5431
relugolix,5432
ansuvimab,5433
margetuximab,5434
atoltivimab,5436
maftivimab,5437
odesivimab,5438
vericiguat,5439
cabotegravir,5440
umbralisib,5441
trilaciclib,5442
casimersen,5443
fosdenopterin,5444
ponesimod,5446
dasiglucagon,5447
evinacumab,5449
estetrol,5450
dostarlimab,5451
loncastuximab tesirine,5452
bamlanivimab,5453
etesevimab,5454
casirivimab,5455
imdevimab,5456
pegcetacoplan,5457
piflufolastat F-18,5458
infigratinib,5459
samidorphan,5460
sotorasib,5461
ibrexafungerp,5462
